"uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","collectDate","cnSampleID","cnSampleCode","sampleType","d15N","d13C","nitrogenPercent","carbonPercent","CNratio","cnIsotopeQF","cnPercentQF","isotopeAccuracyQF","percentAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF","publicationDate","release","cn_ratio"
"f1f3756f-1ca1-4be2-a344-cba00224f47f","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.0.LIVE.<4MM",NA,"vegetation",1.9,-27.8,0.6,31,49,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",51.6666666666667
"3b765bd2-58fe-4c29-9a0f-813dbbf977b1","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.70.LIVE.<4MM",NA,"vegetation",NA,NA,NA,NA,NA,"OK","OK",NA,NA,NA,"Not enough sample for analysis.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",NA
"b7b880f5-5101-413a-82fb-20cb16888b35","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.30.DEAD.<4MM",NA,"vegetation",1.4,-30.9,0.5,36.1,71.2,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance",NA,NA,1,"N amplitude below threshold for reliable data.All of sample used.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",72.2
"b17877be-cec3-449e-bbf7-58a4a5e90a88","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.0.LIVE.>4MM",NA,"vegetation",0.1,-26.8,0.5,49.6,91.1,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",99.2
"b0573cd5-5829-4117-ac26-9171a73f5abc","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.10.DEAD.<4MM",NA,"vegetation",2.6,-27.5,0.7,41.7,58.7,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",59.5714285714286
"3110e35b-fe3b-4e14-b9ca-a7817fcc017d","2016-12-16","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.0.LIVE.>4MM",NA,"vegetation",-4,-27.1,0.2,47.3,283,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",236.5
"cf9c431d-be41-4dab-b729-44263139477c","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.40.DEAD.<4MM",NA,"vegetation",0.5,-27.2,0.9,44.5,48.3,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",49.4444444444444
"4cc42224-092b-41a9-904e-6dfad3a31611","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.0.LIVE.>4MM",NA,"vegetation",-0.7,-27.4,0.4,50.4,127.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",126
"7ee29e27-6c1f-4154-9080-e4bd285ab1ae","2016-12-08","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.50.LIVE.<4MM",NA,"vegetation",0.3,-29,0.9,50.4,57.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",56
"77321f44-a148-419a-a199-6836ac685045","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.10.DEAD.<4MM",NA,"vegetation",2.3,-27.8,0.6,51.9,91.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",86.5
"a5bf63b8-25ac-4345-babf-ded6cd857a69","2016-12-16","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.30.DEAD.<4MM",NA,"vegetation",2.5,-27.9,0.7,40.5,58.4,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance",NA,NA,1,"N amplitude below threshold for reliable data.All of sample used.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",57.8571428571429
"776d1d23-93cf-4c5c-ad42-a3980b8b86c9","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.0.DEAD.>4MM",NA,"vegetation",2.8,-27.4,0.8,51.8,65.7,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",64.75
"93db9757-4efe-4221-bd19-256bfc9be174","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.10.LIVE.<4MM",NA,"vegetation",2.1,-27.9,0.5,32.8,60.5,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",65.6
"b3447cff-0f32-4311-9060-26b780e90b45","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.20.DEAD.<4MM",NA,"vegetation",1.2,-27.3,0.6,46.8,74.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",78
"4749c06f-9feb-477d-bef0-bb6e3740938b","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.0.DEAD.>4MM",NA,"vegetation",2.4,-27.8,0.5,53.6,110.1,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",107.2
"8a8f20d2-d5f6-45d6-a71e-d6c2d4194ad3","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.30.LIVE.<4MM",NA,"vegetation",1,-27.4,0.7,43.9,64.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",62.7142857142857
"f3c294f5-2438-4c0a-bd63-03beca5c02de","2016-12-16","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.60.LIVE.<4MM",NA,"vegetation",0.3,-29,0.9,42.6,45.3,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",47.3333333333333
"34ebe7c2-db34-4074-ae44-b877c252035b","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.70.LIVE.<4MM",NA,"vegetation",7,-26.8,0.6,8.2,14.6,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance",NA,NA,1,"N amplitude below threshold for reliable data.All of sample used.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",13.6666666666667
"c80ca6cb-c0db-409f-aa93-63adc395e069","2016-12-16","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.30.LIVE.<4MM",NA,"vegetation",0,-30,0.3,23.3,68.6,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",77.6666666666667
"ef5e9a21-56a2-44ea-91f1-a547dc689344","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.0.DEAD.<4MM",NA,"vegetation",1.4,-27.6,0.7,45.2,65.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",64.5714285714286
"06ae8d39-5c34-48fc-bb5e-e929ae1b86aa","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.80.LIVE.<4MM",NA,"vegetation",-0.9,-30.4,0.8,48.7,62,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance",NA,NA,1,"N amplitude below threshold for reliable data.All of sample used.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",60.875
"3b24c307-17af-4719-94c0-1157ea04003d","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.20.DEAD.<4MM",NA,"vegetation",0.7,-28.6,0.4,33.3,75.6,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",83.25
"2c738799-8e57-4cc5-8c42-7da2603e8b97","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.10.DEAD.>4MM",NA,"vegetation",3.1,-27.8,0.8,50.2,64.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",62.75
"79a9aeb6-4a87-4350-8969-3055757d79ac","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.0.LIVE.<4MM",NA,"vegetation",0.9,-27.4,0.65,29.35,45.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",45.1538461538462
"f49b6b1b-de0b-429a-8f81-91a7adda9358","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.50.LIVE.<4MM",NA,"vegetation",0.8,-27.8,0.9,45.5,52.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",50.5555555555556
"cd12eda7-5ea1-47ce-a508-387614dff424","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.10.DEAD.<4MM",NA,"vegetation",2.4,-28.1,0.7,49.5,70.6,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",70.7142857142857
"3c84a2cc-55cb-4b8f-ac45-68a2a5e30c66","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.50.DEAD.<4MM",NA,"vegetation",1.3,-27.7,0.6,41.1,67.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",68.5
"8035a302-ca96-4f2a-ab72-47b4d6da135b","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.20.LIVE.<4MM",NA,"vegetation",1.6,-28.5,0.5,30.1,56.3,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",60.2
"413812cc-6327-4d63-a17d-47f0ee123e66","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.0.DEAD.>4MM",NA,"vegetation",3,-27.6,1.1,41,38,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",37.2727272727273
"31c9d2c7-a5b1-426c-9518-be885f755f62","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.20.DEAD.<4MM",NA,"vegetation",1.9,-27.3,0.7,43.4,63.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",62
"3173f48b-6aec-4f48-95c7-6a4196abbc1e","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.0.DEAD.<4MM",NA,"vegetation",2.1,-27.7,0.7,50.3,72.7,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",71.8571428571429
"12697498-da74-4740-b5ac-b01e34bf1876","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.10.LIVE.<4MM",NA,"vegetation",1,-27.7,0.7,44.6,63.5,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",63.7142857142857
"2adb30d1-a2dc-4842-99ad-f63cef9503b3","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.20.LIVE.<4MM",NA,"vegetation",3.3,-28.4,0.9,45.1,49.9,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",50.1111111111111
"254c43d9-8932-46c0-a2b8-02f104b647e0","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.40.LIVE.<4MM",NA,"vegetation",4.6,-28.6,1.4,42.6,31.4,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance",NA,NA,1,"N amplitude below threshold for reliable data.All of sample used.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",30.4285714285714
"50a0c4d4-9c4f-4431-8fca-825cab0034ac","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.50.LIVE.<4MM",NA,"vegetation",-1,-28.6,0.2,5.5,32.3,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance",NA,NA,1,"N amplitude below threshold for reliable data.All of sample used.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",27.5
"123d220e-90a9-4d16-846e-f7ef295957db","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.10.LIVE.<4MM",NA,"vegetation",0.8,-27.8,0.6,43.9,77.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",73.1666666666667
"79f5a69e-51a2-4dac-98a4-207c1b824e93","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.0.LIVE.<4MM",NA,"vegetation",1.2,-27.4,0.9,42.47,48.7,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",47.1888888888889
"471708d6-eefe-40d7-b09c-a727f8c3401b","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.10.LIVE.>4MM",NA,"vegetation",2.9,-27.9,0.6,48.8,82.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",81.3333333333333
"dfd35ccb-2fdd-4033-aa90-1a8dda7fdcfc","2016-10-04","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.1.0.DEAD.<4MM",NA,"vegetation",1.8,-27.8,0.8,47.7,60.6,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",59.625
"b7c8c0c0-a154-45c4-9c40-4656a0a04e39","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.70.LIVE.<4MM",NA,"vegetation",1.2,-27.9,0.9,47.1,52.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",52.3333333333333
"ee4603c5-fe81-4729-8fe5-79fcc2d8db0f","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.40.LIVE.<4MM",NA,"vegetation",1.9,-28.1,1,33.9,34.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",33.9
"1ab36579-e0af-49af-b674-b09cd319a9e0","2016-12-16","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.40.LIVE.<4MM",NA,"vegetation",4.4,-27.8,1,40,39.2,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance",NA,NA,1,"N amplitude below threshold for reliable data.All of sample used.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",40
"70404975-e2e5-4ff7-9d10-3a7c2df0d2e3","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.30.LIVE.<4MM",NA,"vegetation",1.7,-26.6,1.3,46.5,35.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",35.7692307692308
"976bfd52-e3aa-4580-be6a-759f3193743c","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.3.60.LIVE.<4MM",NA,"vegetation",0.8,-27.9,0.8,47.1,55.7,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",58.875
"f38eb2d0-10a0-4e0e-8110-c486e71149a0","2016-10-18","MEGAPT103797","D19","DEJU",NA,NA,"2015-07-28 20:00:00","DEJU.2.20.LIVE.<4MM",NA,"vegetation",1.4,-27.5,0.6,43.6,71,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20241118T101502Z","RELEASE-2025",72.6666666666667
